shipid,cargid ,convid,convType,EntryMonth,EntryDay,fromport,NotePort,fromportJP,province,cargtype,cargqual,cargqualJP,cargquant,UoM,NoteCarg,Taxid,taxAmountKanmon,taxPayMonth,taxPayDay,NoteSekiryo,LaissezPasser1,Volume concerné1,LaissezPasser2,Volume concerné2,LaissezPasser3,Volume concerné3,LaissezPasser4,Volume concerné4,LaissezPasser5,Volume concerné5,Libellé,Note laissez-passer,capid,capname,capnameJP,NoteCap,agentid,agentname,agentnameJP,agentNote,Latitude,Longitude,note
1268,1682,251,C_1,10,14,Kuise,,杭瀬,Settsu,rice,riz,米・コメ,10,koku,,1116,0.250 ,10,14,,null,null,null,null,null,null,null,null,null,null,null,,0,!Edabune!,枝舟,,0,Aucun,null,,34.717917,135.438028,
1268,1683,251,C_1,10,14,Kuise,,杭瀬,Settsu,salt,Aga,あか・アカ・阿賀,10,koku,,1116,0.250 ,10,14,,null,null,null,null,null,null,null,null,null,null,null,,0,!Edabune!,枝舟,,0,Aucun,null,,34.717917,135.438028,
1269,1684,251,C_1,10,14,Kuise,,杭瀬,Settsu,rice,riz,米・コメ,15,koku,半双,1117,0.245 ,10,14,,null,null,null,null,null,null,null,null,null,null,null,,0,!Edabune!,枝舟,,0,Aucun,null,,34.717917,135.438028,
1269,1685,251,C_1,10,14,Kuise,,杭瀬,Settsu,salt,Aga,あか・アカ・阿賀,15,koku,,1117,0.245 ,10,14,,null,null,null,null,null,null,null,null,null,null,null,,0,!Edabune!,枝舟,,0,Aucun,null,,34.717917,135.438028,
1270,1686,,null,10,15,Amagasaki,,尼崎,Settsu,rice,riz,米・コメ,25,koku,明石斗,1118,0.400 ,10,15,,null,null,null,null,null,null,null,null,null,null,null,,296,Tayuzaburo,大夫三郎,大物,0,Aucun,null,,34.713861,135.418167,
1271,1687,,null,10,15,Muro,,室,Harima,fishery,anchois,小鰯・小イハシ,30,da,,1119,0.300 ,11,6,,null,null,null,null,null,null,null,null,null,null,null,,310,Ubashiro,右馬四郎,,TOI2,Bungoya,豊後屋・豊後や・ふんこや,,34.767611,134.505944,
1272,1688,,null,10,15,Ushimado,泊,牛窓,Bizen,textile raw materials,ramie,苧,45,taba,,1120,1.600 ,10,21,,null,null,null,null,null,null,null,null,null,null,null,,248,Shirotaro,四郎太郎,,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
1272,1689,,null,10,15,Ushimado,泊,牛窓,Bizen,rice,riz,米・コメ,70,koku,五斗俵,1120,1.600 ,10,21,,null,null,null,null,null,null,null,null,null,null,null,,248,Shirotaro,四郎太郎,,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
1272,1690,,null,10,15,Ushimado,泊,牛窓,Bizen,salt,Kojima,小嶋・小シマ,15,koku,,1120,1.600 ,10,21,,null,null,null,null,null,null,null,null,null,null,null,,248,Shirotaro,四郎太郎,,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
1273,1691,,null,10,15,Aji,,庵治・阿治・菴治,Sanuki,salt,Katamoto,方本・潟元,170,koku,,1121,0.400 ,10,20,,null,null,null,null,null,null,null,null,null,null,null,,213,Saemonzaburo,左衛門三郎,,TOI18,Gorotaro,五郎太郎,,34.388222,134.130333,
1274,1692,,null,10,15,Inunoshima,,犬嶋,Bizen,salt,Bingo,備後,220,koku,,1122,1.100 ,10,24,,null,null,null,null,null,null,null,null,null,null,null,,138,Kurogoro,九郎五郎,,TOI25,Jirozaburo1,二郎三郎,,34.564583,134.103861,
1275,1693,,null,10,15,Tadatsu,,多田津・多々津,Sanuki,non specified taxes or dues in kind  ,non specified taxes or dues in kind  ,国料_年貢,,,,100 000,0.000 ,0,0,,Kagawa,null,null,null,null,null,null,null,null,null,香川殿國料,,228,Seisaburo,勢三郎,,TOI8,Doyu,道祐,,34.270889,133.751889,
1276,1694,,null,10,15,Hyōgo,,兵庫（地下）,Settsu,oilseeds,goma (sésame?),コマ・胡麻,17,koku,五斗俵,1123,0.300 ,10,15,内まつ三百文上,null,null,null,null,null,null,null,null,null,null,null,,270,Suketaro1,助太郎,嶋上,0,Aucun,null,,34.669639,135.174528,
1277,1695,252,B_3,10,17,Aboshi,,網干・アホシ,Harima,rice,riz,米・コメ,15,koku,,1124,0.350 ,11,11,,null,null,null,null,null,null,null,null,null,null,null,,206,Saemonjiro1,左衛門二郎,,TOI40,Saburotaro,三郎太郎,,34.786222,134.587361,
1277,1696,252,B_3,10,17,Aboshi,,網干・アホシ,Harima,salt,Aga,あか・アカ・阿賀,25,koku,,1124,0.350 ,11,11,,null,null,null,null,null,null,null,null,null,null,null,,206,Saemonjiro1,左衛門二郎,,TOI40,Saburotaro,三郎太郎,,34.786222,134.587361,
1278,1697,252,B_3,10,17,Aboshi,,網干・アホシ,Harima,salt,Aga,あか・アカ・阿賀,15,koku,,1125,0.420 ,10,27,「十月」→quasi illisible,null,null,null,null,null,null,null,null,null,null,null,,14,Emongoro,衛門五郎,枝舟,TOI40,Saburotaro,三郎太郎,,34.786222,134.587361,
1278,1698,252,B_3,10,17,Aboshi,,網干・アホシ,Harima,oilseeds,goma (sésame?),コマ・胡麻,3,koku,,1125,0.420 ,10,27,「十月」→quasi illisible,null,null,null,null,null,null,null,null,null,null,null,,14,Emongoro,衛門五郎,,TOI40,Saburotaro,三郎太郎,,34.786222,134.587361,
1278,1699,252,B_3,10,17,Aboshi,,網干・アホシ,Harima,fishery,anchois,小鰯・小イハシ,27,da,,1125,0.420 ,10,27,「十月」→quasi illisible,null,null,null,null,null,null,null,null,null,null,null,,14,Emongoro,衛門五郎,,TOI40,Saburotaro,三郎太郎,,34.786222,134.587361,
1279,1700,252,B_3,10,17,Aboshi,,網干・アホシ,Harima,fishery,anchois,小鰯・小イハシ,16,da,,1126,0.200 ,11,3,,null,null,null,null,null,null,null,null,null,null,null,,88,Jirogoro1,二郎五郎,五郎大夫枝舟,TOI40,Saburotaro,三郎太郎,,34.786222,134.587361,
1280,1701,252,B_3,10,17,Muro,,室,Harima,fishery,anchois,小鰯・小イハシ,22,da,,1127,0.245 ,11,6,,null,null,null,null,null,null,null,null,null,null,null,,224,Sakontarobei,左近太郎兵衛,,TOI2,Bungoya,豊後屋・豊後や・ふんこや,,34.767611,134.505944,
1281,1702,252,B_3,10,17,Muro,,室,Harima,fishery,anchois,小鰯・小イハシ,26,da,,1128,0.280 ,11,6,,null,null,null,null,null,null,null,null,null,null,null,,56,Hikoroku,彦六,大ノセ,TOI2,Bungoya,豊後屋・豊後や・ふんこや,,34.767611,134.505944,
1282,1703,252,B_3,10,17,Muro,,室,Harima,fishery,anchois,小鰯・小イハシ,18,da,,1129,0.200 ,11,6,,null,null,null,null,null,null,null,null,null,null,null,,0,!Edabune!,枝舟,,TOI2,Bungoya,豊後屋・豊後や・ふんこや,,34.767611,134.505944,
1283,1704,252,B_3,10,17,Muro,,室,Harima,fishery,anchois,小鰯・小イハシ,22,da,,1130,0.245 ,11,6,,null,null,null,null,null,null,null,null,null,null,null,,310,Ubashiro,右馬四郎,枝舟　橋,TOI2,Bungoya,豊後屋・豊後や・ふんこや,,34.767611,134.505944,
1284,1705,253,B_3,10,17,Amagasaki,,尼崎,Settsu,rice,riz,米・コメ,20,koku,半双,1131,0.250 ,10,17,,null,null,null,null,null,null,null,null,null,null,null,,104,Juro,十郎,大物,TOI14,Emontaro,衛門太郎,,34.713861,135.418167,
1285,1706,253,B_3,10,17,Amagasaki,,尼崎,Settsu,salt,Aga,あか・アカ・阿賀,15,koku,,1132,0.300 ,10,17,,null,null,null,null,null,null,null,null,null,null,null,,0,!Edabune!,枝舟,,TOI14,Emontaro,衛門太郎,,34.713861,135.418167,
1285,1707,253,B_3,10,17,Amagasaki,,尼崎,Settsu,rice,riz,米・コメ,20,koku,半双,1132,0.300 ,10,17,,null,null,null,null,null,null,null,null,null,null,null,,0,!Edabune!,枝舟,,TOI14,Emontaro,衛門太郎,,34.713861,135.418167,
1286,1708,253,B_3,10,17,Amagasaki,,尼崎,Settsu,rice,riz rouge,赤米,15,koku,半双,1133,0.330 ,10,17,,null,null,null,null,null,null,null,null,null,null,null,,0,!Edabune!,枝舟,,TOI14,Emontaro,衛門太郎,,34.713861,135.418167,
1286,1709,253,B_3,10,17,Amagasaki,,尼崎,Settsu,rice,riz,米・コメ,15,koku,半双,1133,0.330 ,10,17,,null,null,null,null,null,null,null,null,null,null,null,,0,!Edabune!,枝舟,,TOI14,Emontaro,衛門太郎,,34.713861,135.418167,
1287,1710,253,B_3,10,17,Uozaki,,魚崎,Settsu,rice,riz,米・コメ,45,koku,半双,1134,0.610 ,11,18,,null,null,null,null,null,null,null,null,null,null,null,,63,Hyoe,兵衛,,TOI8,Doyu,道祐,,34.712361,135.270417,
1287,1711,253,B_3,10,17,Uozaki,,魚崎,Settsu,cereals,orge,大麦,15,koku,半双,1134,0.610 ,11,18,,null,null,null,null,null,null,null,null,null,null,null,,63,Hyoe,兵衛,,8,Doyu,道祐,,34.712361,135.270417,
1287,1712,253,B_3,10,17,Uozaki,,魚崎,Settsu,salt,Aga,あか・アカ・阿賀,10,koku,,1134,0.610 ,11,18,,null,null,null,null,null,null,null,null,null,null,null,,63,Hyoe,兵衛,,8,Doyu,道祐,,34.712361,135.270417,
1288,1713,253,B_3,10,17,Uozaki,,魚崎,Settsu,rice,riz,米・コメ,30,koku,半双,1135,0.500 ,11,18,,null,null,null,null,null,null,null,null,null,null,null,,0,!Edabune!,枝舟,,TOI8,Doyu,道祐,,34.712361,135.270417,
1288,1714,253,B_3,10,17,Uozaki,,魚崎,Settsu,cereals,orge,大麦,20,koku,半双,1135,0.500 ,11,18,,null,null,null,null,null,null,null,null,null,null,null,,0,!Edabune!,枝舟,,TOI8,Doyu,道祐,,34.712361,135.270417,
1289,1715,,null,10,17,Mitsunoshō,,三庄,Bingo,salt,Bingo,備後,200,koku,,1136,1.050 ,10,24,,null,null,null,null,null,null,null,null,null,null,null,,98,Jirozaemon1,二郎左衛門,,TOI4,Dokan,道観,,34.296306,133.194,
1290,1716,,null,10,17,Amagasaki,,尼崎,Settsu,rice,riz,米・コメ,20,koku,,1137,0.350 ,11,3,,null,null,null,null,null,null,null,null,null,null,null,,103,Joyo,浄用,辰巳,0,Aucun,null,,34.713861,135.418167,
1291,1717,254,B,10,18,Ushimado,関,牛窓,Bizen,salt,Shima,嶋,85,koku,,1138,0.200 ,10,24,,null,null,null,null,null,null,null,null,null,null,null,,202,Saburotaro,三郎太郎,介枝舟,TOI12,Emonkuro,衛門九郎,,34.61775,134.15775,
1292,1718,254,B,10,18,Ushimado,泊,牛窓,Bizen,salt,Shima,嶋,20,koku,,1139,0.330 ,10,27,,null,null,null,null,null,null,null,null,null,null,null,,202,Saburotaro,三郎太郎,介枝舟,12,Emonkuro,衛門九郎,,34.61775,134.15775,
1292,1719,254,B,10,18,Ushimado,泊,牛窓,Bizen,salt,Kojima,小嶋・小シマ,80,koku,,1139,0.330 ,10,27,,null,null,null,null,null,null,null,null,null,null,null,,202,Saburotaro,三郎太郎,介枝舟,12,Emonkuro,衛門九郎,,34.61775,134.15775,
1293,1720,255,B_3,10,18,Yura,,由良,Awaji,wood/construction materials,bois brut,榑・クレ,100,kokume,,1140,0.300 ,11,21,,null,null,null,null,null,null,null,null,null,null,null,,295,Tayutaro,大夫太郎,,TOI30,Kiya,木屋・木や,,34.29225,134.944639,
1294,1721,255,B_3,10,18,Kaifu,赤松,海部,Awa,wood/construction materials,bois brut,榑・クレ,140,kokume,,1141,0.400 ,11,9,,null,null,null,null,null,null,null,null,null,null,null,,213,Saemonzaburo,左衛門三郎,,TOI53,Tojiro,藤二郎,,33.59425,134.355417,
1295,1722,255,B_3,10,18,Yura,,由良,Awaji,wood/construction materials,bois brut,榑・クレ,180,kokume,,1142,0.510 ,10,18,"クレ二百十支
内殿へ上立用",null,null,null,null,null,null,null,null,null,null,null,,111,Kanimoritaro,掃部太郎,,TOI30,Kiya,木屋・木や,,34.29225,134.944639,
1296,1723,255,B_3,10,18,Yura,,由良,Awaji,wood/construction materials,bois brut,榑・クレ,170,kokume,,1143,0.490 ,10,18,,null,null,null,null,null,null,null,null,null,null,null,,0,!Edabune!,枝舟,,TOI30,Kiya,木屋・木や,,34.29225,134.944639,
1297,1724,255,B_3,10,18,Yura,,由良,Awaji,wood/construction materials,bois brut,榑・クレ,80,kokume,,1144,0.260 ,11,23,,null,null,null,null,null,null,null,null,null,null,null,,108,Kanimori,掃部,林,TOI30,Kiya,木屋・木や,,34.29225,134.944639,
1298,1725,255,B_3,10,18,Yura,,由良,Awaji,wood/construction materials,bois brut,榑・クレ,140,kokume,,1145,0.400 ,11,13,,null,null,null,null,null,null,null,null,null,null,null,,???,?,?,六郎□□,TOI30,Kiya,木屋・木や,,34.29225,134.944639,
1299,1726,255,B_3,10,18,Yura,,由良,Awaji,wood/construction materials,bois brut,榑・クレ,160,kokume,,1146,0.460 ,10,18,,null,null,null,null,null,null,null,null,null,null,null,,0,!Edabune!,枝舟,左衛門□　枝舟,TOI30,Kiya,木屋・木や,,34.29225,134.944639,
1300,1727,255,B_3,10,18,Shishikui,,宍唯・宍咋,Awa,wood/construction materials,bois brut,榑・クレ,100,kokume,,1147,0.300 ,11,2,,null,null,null,null,null,null,null,null,null,null,null,,218,Sakonemon,左近衛門,,-1,illisible,,□□（藤カ）,33.567444,134.304861,
1301,1728,255,B_3,10,18,Murotsu,,室津,Awaji,salt,Mihara,三原・三ハら,70,koku,,1148,0.220 ,11,6,,null,null,null,null,null,null,null,null,null,null,null,,15,Emonjiro,衛門二郎,,TOI30,Kiya,木屋・木や,,34.520694,134.87875,
1302,1729,255,B_3,10,18,Kaifu,浦,海部,Awa,wood/construction materials,bois brut,榑・クレ,180,kokume,,1149,0.510 ,11,12,"クレ百廿支上
内殿へ立用",null,null,null,null,null,null,null,null,null,null,null,,250,Shirozaemon,四郎左衛門,,TOI53,Tojiro,藤二郎,,33.59425,134.355417,
1303,1730,255,B_3,10,18,Kaifu,,海部,Awa,wood/construction materials,bois brut,榑・クレ,350,kokume,,1150,0.945 ,11,18,,null,null,null,null,null,null,null,null,null,null,null,,143,Kurozaemon,九郎左衛門,,TOI53,Tojiro,藤二郎,,33.59425,134.355417,
1304,1731,256,B_1,10,19,Aboshi,,網干・アホシ,Harima,salt,Aga,あか・アカ・阿賀,13,koku,,1151,0.220 ,10,27,,null,null,null,null,null,null,null,null,null,null,null,,14,Emongoro,衛門五郎,枝舟,TOI40,Saburotaro,三郎太郎,,34.786222,134.587361,
1304,1732,256,B_1,10,19,Aboshi,,網干・アホシ,Harima,fishery,anchois,小鰯・小イハシ,15,da,,1151,0.220 ,10,27,,null,null,null,null,null,null,null,null,null,null,null,,14,Emongoro,衛門五郎,,TOI40,Saburotaro,三郎太郎,,34.786222,134.587361,
1305,1733,256,B_1,10,19,Aboshi,,網干・アホシ,Harima,rice,riz,米・コメ,45,koku,半双,1152,0.500 ,10,21,,null,null,null,null,null,null,null,null,null,null,null,,17,Emonjirosuke2,衛門二郎介,,TOI40,Saburotaro,三郎太郎,,34.786222,134.587361,
1306,1734,256,B_1,10,19,Aboshi,,網干・アホシ,Harima,rice,riz,米・コメ,25,koku,半双,1153,0.280 ,10,21,,null,null,null,null,null,null,null,null,null,null,null,,0,!Edabune!,枝舟,,TOI40,Saburotaro,三郎太郎,,34.786222,134.587361,
1307,1735,256,B_1,10,19,Aboshi,,網干・アホシ,Harima,rice,riz,米・コメ,7,koku,半双,1154,0.100 ,10,21,,null,null,null,null,null,null,null,null,null,null,null,,0,!Edabune!,枝舟,,TOI40,Saburotaro,三郎太郎,,34.786222,134.587361,
1308,1736,256,B_1,10,19,Hyōgo,,兵庫（地下）,Settsu,rice,riz,米・コメ,23,koku,半双,1155,0.280 ,10,19,,null,null,null,null,null,null,null,null,null,null,null,,???,?,?,□部　嶋本,TOI40,Saburotaro,三郎太郎,,34.669639,135.174528,
1309,1737,,null,10,19,Inbe,,伊部・伊阝,Bizen,textile raw materials,ramie,苧,20,taba,,1156,0.630 ,14,2,,null,null,null,null,null,null,null,null,null,null,null,,???,?,?,衛門□□（四郎カ）,TOI25,Jirozaburo1,二郎三郎,,34.738278,134.161194,
1309,1738,,null,10,19,Inbe,,伊部・伊阝,Bizen,household/furniture/utensils,pots,ツホ等,60,unit,,1156,0.630 ,14,2,,null,null,null,null,null,null,null,null,null,null,null,,???,?,?,衛門□□（四郎カ）,25,Jirozaburo1,二郎三郎,,34.738278,134.161194,
1309,1739,,null,10,19,Inbe,,伊部・伊阝,Bizen,rice,riz,米・コメ,15.5,koku,五斗俵,1156,0.630 ,14,2,,null,null,null,null,null,null,null,null,null,null,null,,???,?,?,衛門□□（四郎カ）,25,Jirozaburo1,二郎三郎,,34.738278,134.161194,
1310,1740,257,B_3,10,19,Hachihama,,八浜・八潟,Bizen,salt,Kojima,小嶋・小シマ,160,koku,,1157,0.700 ,10,22,,null,null,null,null,null,null,null,null,null,null,null,,48,Hachirotaro,八郎太郎,,TOI12,Emonkuro,衛門九郎,,34.552389,133.943722,
1311,1741,257,B_3,10,19,Shima,,嶋,Sanuki,salt,shio,シヨ・塩・シヲ・シホ,30,koku,,1158,0.520 ,10,26,,null,null,null,null,null,null,null,null,null,null,null,,213,Saemonzaburo,左衛門三郎,,TOI6,Donen,道念,,34.482111,134.312722,
1311,1742,257,B_3,10,19,Shima,,嶋,Sanuki,salt,Kojima,小嶋・小シマ,130,koku,,1158,0.520 ,10,26,,null,null,null,null,null,null,null,null,null,null,null,,213,Saemonzaburo,左衛門三郎,,6,Donen,道念,,34.482111,134.312722,
1312,1743,258,B,10,19,Tsurajima,,連嶋,Bitchū,cereals,ble;froment,小麦,20,koku,五斗俵,1159,0.700 ,12,2,,null,null,null,null,null,null,null,null,null,null,null,,333,Yukaku,祐覚,,-1,illisible,,道□（祐カ）,34.547,133.732694,
1312,1744,258,B,10,19,Tsurajima,,連嶋,Bitchū,wood/construction materials,planches,材木,30,kokume,,1159,0.700 ,12,2,,null,null,null,null,null,null,null,null,null,null,null,,333,Yukaku,祐覚,,-1,illisible,,,34.547,133.732694,
1312,1745,258,B,10,19,Tsurajima,,連嶋,Bitchū,salt,Shiwaku,塩飽・シハク・しわく・志わく,150,koku,,1159,0.700 ,12,2,,null,null,null,null,null,null,null,null,null,null,null,,333,Yukaku,祐覚,,-1,illisible,,,34.547,133.732694,
1313,1746,258,B,10,19,Tsurajima,,連嶋,Bitchū,salt,Shima,嶋,200,koku,,1160,0.820 ,12,2,,null,null,null,null,null,null,null,null,null,null,null,,39,Gorozaburo,五郎三郎,,-1,illisible,,,34.547,133.732694,
1313,1747,258,B,10,19,Tsurajima,,連嶋,Bitchū,cereals,ble;froment,小麦,30,koku,五斗俵,1160,0.820 ,12,2,,null,null,null,null,null,null,null,null,null,null,null,,39,Gorozaburo,五郎三郎,,-1,illisible,,,34.547,133.732694,
1313,1748,258,B,10,19,Tsurajima,,連嶋,Bitchū,wood/construction materials,planches,材木,35,kokume,,1160,0.820 ,12,2,,null,null,null,null,null,null,null,null,null,null,null,,39,Gorozaburo,五郎三郎,,-1,illisible,,,34.547,133.732694,
1314,1749,,null,10,19,Amagasaki,,尼崎,Settsu,non specified taxes or dues in kind  ,non specified taxes or dues in kind  ,国料_年貢,,,,100 000,0.000 ,0,0,,Yodo 11 ships,null,null,null,null,null,null,null,null,null,淀十一艘過書内,,87,Jiroemon,二郎衛門,"辰巳妙仙
",0,Aucun,null,,34.713861,135.418167,
1315,1750,,null,10,20,Nakashō,,中庄,Harima,rice,riz,米・コメ,28,koku,半双,1161,0.330 ,10,27,,null,null,null,null,null,null,null,null,null,null,null,,245,Shiroemon,四郎衛門,,TOI35,Magotaro,孫太郎,,34.742861,134.389972,
1316,1751,259,B,10,20,Mihara,,三原,Bingo,salt,shio,シヨ・塩・シヲ・シホ,45,koku,,1162,0.170 ,11,2,,null,null,null,null,null,null,null,null,null,null,null,,157,Matagoro,又五郎,,TOI8,Doyu,道祐,,34.397739,133.078049,
1317,1752,259,B,10,20,Mihara,,三原,Bingo,salt,shio,シヨ・塩・シヲ・シホ,55,koku,,1163,0.180 ,11,2,,null,null,null,null,null,null,null,null,null,null,null,,111,Kanimoritaro,掃部太郎,,TOI8,Doyu,道祐,,34.397739,133.078049,
1318,1753,259,B,10,20,Mihara,,三原,Bingo,salt,shio,シヨ・塩・シヲ・シホ,55,koku,,1164,0.185 ,11,2,,null,null,null,null,null,null,null,null,null,null,null,,???,?,?,三郎□,TOI8,Doyu,道祐,,34.397739,133.078049,
1319,1754,259,B,10,20,Mihara,,三原,Bingo,salt,shio,シヨ・塩・シヲ・シホ,60,koku,,1165,0.200 ,11,2,,null,null,null,null,null,null,null,null,null,null,null,,22,Emontaro,衛門太郎,,TOI8,Doyu,道祐,,34.397739,133.078049,
1320,1755,259,B,10,20,Mihara,,三原,Bingo,salt,shio,シヨ・塩・シヲ・シホ,85,koku,,1166,0.260 ,11,1,,null,null,null,null,null,null,null,null,null,null,null,,71,Hyoetaro,兵衛太郎,,TOI8,Doyu,道祐,,34.397739,133.078049,
1321,1756,260,C_1,10,20,Hyōgo,,兵庫（地下）,Settsu,beans,soja,大豆,27,koku,,1167,0.480 ,10,20,,null,null,null,null,null,null,null,null,null,null,null,,296,Tayuzaburo,大夫三郎,"いもし□□
道念南行舟",0,Aucun,null,,34.669639,135.174528,
1322,1757,260,C_1,10,20,Hyōgo,,兵庫（地下）,Settsu,tinctorial plants and wood/dyeing materials,indigo d’Extrême-Orient,藍・アヰ,60,koku,,1168,0.600 ,12,2,,null,null,null,null,null,null,null,null,null,null,null,,292,Tayujiro1,大夫二郎,了慶,0,Aucun,null,,34.669639,135.174528,
1323,1758,261,B_3,10,20,Kōsai,,香西・幸西,Sanuki,cereals,ble;froment,小麦,10,koku,,1169,0.480 ,10,20,,null,null,null,null,null,null,null,null,null,null,null,,71,Hyoetaro,兵衛太郎,,TOI4,Dokan,道観,,34.346528,133.998833,
1323,1759,261,B_3,10,20,Kōsai,,香西・幸西,Sanuki,rice,riz,米・コメ,25,koku,サヌキ斗,1169,0.480 ,10,20,,null,null,null,null,null,null,null,null,null,null,null,,71,Hyoetaro,兵衛太郎,,4,Dokan,道観,,34.346528,133.998833,
1323,1760,261,B_3,10,20,Kōsai,,香西・幸西,Sanuki,salt,Shiwaku,塩飽・シハク・しわく・志わく,15,koku,,1169,0.480 ,10,20,,null,null,null,null,null,null,null,null,null,null,null,,71,Hyoetaro,兵衛太郎,,4,Dokan,道観,,34.346528,133.998833,
1324,1761,261,B_3,10,20,Hiketa,,引田,Sanuki,salt,shio,シヨ・塩・シヲ・シホ,75,koku,,1170,0.210 ,12,18,,null,null,null,null,null,null,null,null,null,null,null,,90,Jirokuro,二郎九郎,,TOI10,Emongoro,衛門五郎,,34.226861,134.403528,
1325,1762,261,B_3,10,20,Yura,,由良,Awaji,salt,Awa,阿波塩・アわ塩・アワシホ,110,koku,100 → barré,1171,0.200 ,12,1,,null,null,null,null,null,null,null,null,null,null,null,,316,Umajiro1,馬二郎,,TOI30,Kiya,木屋・木や,,34.29225,134.944639,
1326,1763,,null,10,21,Utatsu,,宇田津・宇多津,Sanuki,salt,Takuma,タクマ・詫間,120,koku,,1172,0.300 ,10,27,,null,null,null,null,null,null,null,null,null,null,null,,201,Saburoshiro,三郎四郎,四郎衛門枝舟,TOI20,Hotoku,法徳,,34.308389,133.825722,
1327,1764,,null,10,21,Mugi,,麦井・牟井・牟木,Awa,wood/construction materials,bois brut,榑・クレ,120,kokume,,1173,0.350 ,10,21,,null,null,null,null,null,null,null,null,null,null,null,,194,Saburobei,三郎兵衛,,TOI53,Tojiro,藤二郎,,33.669444,134.418361,
